Time, IndividualID, AgeYears, Gender, IsAdult, Home_NodeID, From_NodeID, To_NodeID, MigrationType, Event
20098,23181,3.97534,M,F,425,650,425,local,Emigrating
20098,21320,9.82192,F,F,477,477,477,local,NonDiseaseDeaths
20098,21479,9.33425,M,F,304,1001,304,sea,Emigrating
20099,23123,4.1726,F,F,521,559,521,local,Emigrating
20099,7831,52.3233,M,T,310,310,15,local,Emigrating
20099,19151,16.5233,F,T,1001,1001,1001,local,NonDiseaseDeaths
20099,24183,0.69589,M,F,263,263,20,local,Emigrating
20099,18266,19.474,M,T,583,154,583,local,Emigrating
20099,9942,45.6219,M,T,708,52,708,local,Emigrating
20100,16786,24.2493,M,T,242,713,242,local,Emigrating
20100,18411,19.0055,F,T,562,562,562,local,NonDiseaseDeaths
20100,3440,62.197,F,T,390,529,390,local,Emigrating
20100,21808,8.33973,M,F,484,484,42,local,Emigrating
20100,20505,12.4466,F,F,430,430,559,local,Emigrating
20100,10752,43.1397,F,T,179,179,20,local,Emigrating
20100,7831,52.326,M,T,310,15,310,local,Emigrating
20102,13993,33.0329,F,T,726,726,526,local,Emigrating
20102,23368,3.39452,F,F,491,491,491,local,NonDiseaseDeaths
20102,17261,22.8055,F,T,605,1001,605,sea,Emigrating
20102,23541,2.80548,M,F,262,262,79,local,Emigrating
20102,24183,0.70411,M,F,263,20,263,local,Emigrating
20102,10752,43.1452,F,T,179,20,179,local,Emigrating
20103,12444,38.0301,M,T,379,734,379,local,Emigrating
20103,23765,2.11781,F,F,593,593,593,local,NonDiseaseDeaths
20103,13993,33.0356,F,T,726,526,726,local,Emigrating
20103,23541,2.80822,M,F,262,79,262,local,Emigrating
20103,21808,8.34795,M,F,484,42,484,local,Emigrating
20104,20712,11.8274,F,F,713,713,242,local,Emigrating
20104,17232,22.8904,M,T,591,591,591,local,NonDiseaseDeaths
20104,20505,12.4575,F,F,430,559,430,local,Emigrating
20104,3121,67.8077,M,T,354,354,354,local,NonDiseaseDeaths
20105,15472,28.3397,M,T,664,664,186,local,Emigrating
20105,17220,22.9288,F,T,569,650,569,local,Emigrating
20105,24347,0.180822,M,F,439,439,439,local,NonDiseaseDeaths
20105,23640,2.49863,M,F,1001,1001,1001,local,NonDiseaseDeaths
20105,24085,1.02192,M,F,279,279,279,local,NonDiseaseDeaths
20105,14239,32.2712,M,T,256,256,694,local,Emigrating
20105,23481,2.98356,F,F,124,20,124,local,Emigrating
20106,17008,23.5562,F,T,658,658,1001,sea,Emigrating
20106,20399,12.7945,F,F,599,599,696,local,Emigrating
20106,21755,8.54247,F,F,446,446,261,local,Emigrating
20106,12161,38.8274,F,T,415,415,158,local,Emigrating
20106,22126,7.39726,F,F,1001,1001,1001,local,NonDiseaseDeaths
20106,21734,8.6,M,F,63,1001,63,sea,Emigrating
20106,20712,11.8329,F,F,713,242,713,local,Emigrating
20107,8856,48.9342,F,T,737,737,737,local,NonDiseaseDeaths
20107,20209,13.3644,F,F,47,173,47,local,Emigrating
20107,9886,45.8411,M,T,121,121,597,local,Emigrating
20108,9886,45.8438,M,T,121,597,121,local,Emigrating
20108,20044,13.8493,F,F,583,583,478,local,Emigrating
20108,18879,17.4986,M,T,317,317,20,local,Emigrating
20108,16983,23.6301,F,T,1001,1001,1001,local,NonDiseaseDeaths
20108,15472,28.3479,M,T,664,186,664,local,Emigrating
20108,12161,38.8329,F,T,415,158,415,local,Emigrating
20109,12634,37.411,M,T,642,642,650,local,Emigrating
20109,7454,53.5479,M,T,593,593,518,local,Emigrating
20109,10992,42.4548,F,T,473,473,738,local,Emigrating
20109,21845,8.25479,F,F,459,459,289,local,Emigrating
20109,9757,46.2438,F,T,316,316,173,local,Emigrating
20109,13074,35.9671,F,T,1001,1001,1001,local,NonDiseaseDeaths
20109,17008,23.5644,F,T,658,1001,658,sea,Emigrating
20109,23614,2.5726,F,F,27,1001,27,sea,Emigrating
20109,18879,17.5014,M,T,317,20,317,local,Emigrating
20110,24253,0.515068,F,F,647,647,15,local,Emigrating
20110,14531,31.3918,F,T,546,546,415,local,Emigrating
20110,9757,46.2466,F,T,316,173,316,local,Emigrating
20110,13478,34.7397,F,T,107,107,107,local,NonDiseaseDeaths
20111,10992,42.4603,F,T,473,738,473,local,Emigrating
20111,22934,4.75616,F,F,705,705,705,local,NonDiseaseDeaths
20111,23775,2.09589,M,F,615,615,615,local,NonDiseaseDeaths
20111,16418,25.4137,M,T,558,558,20,local,Emigrating
20111,19603,15.1479,M,T,516,516,720,local,Emigrating
20111,14531,31.3945,F,T,546,415,546,local,Emigrating
20111,22373,6.59178,M,F,320,320,320,local,NonDiseaseDeaths
20111,18264,19.5151,M,T,152,152,20,local,Emigrating
20111,20145,13.5753,M,F,119,119,290,local,Emigrating
20111,23381,3.33973,M,F,105,105,1001,sea,Emigrating
20111,24253,0.517808,F,F,647,15,647,local,Emigrating
20112,14239,32.2904,M,T,256,694,256,local,Emigrating
20112,11704,40.3014,F,T,668,668,186,local,Emigrating
20112,20795,11.6137,M,F,629,629,559,local,Emigrating
20112,20044,13.8603,F,F,583,478,583,local,Emigrating
20112,21845,8.26301,F,F,459,289,459,local,Emigrating
20112,16418,25.4164,M,T,558,20,558,local,Emigrating
20113,12634,37.4219,M,T,642,650,642,local,Emigrating
20113,21755,8.56164,F,F,446,261,446,local,Emigrating
20113,18264,19.5205,M,T,152,20,152,local,Emigrating
20114,20399,12.8164,F,F,599,696,599,local,Emigrating
20114,16812,24.1973,M,T,190,190,650,local,Emigrating
20115,11704,40.3096,F,T,668,186,668,local,Emigrating
20115,23689,2.38082,F,F,21,21,21,local,NonDiseaseDeaths
20116,17673,21.4,M,T,569,569,124,local,Emigrating
20116,7454,53.5671,M,T,593,518,593,local,Emigrating
20116,16008,26.663,F,T,391,391,20,local,Emigrating
20117,19603,15.1644,M,T,516,720,516,local,Emigrating
20117,17511,21.9452,F,T,626,626,559,local,Emigrating
20117,23803,1.99178,M,F,611,611,559,local,Emigrating
20117,19065,16.8959,M,T,553,553,79,local,Emigrating
20117,22168,7.30959,M,F,484,484,289,local,Emigrating
20117,18945,17.2849,F,T,433,433,634,local,Emigrating
20117,9927,45.7123,F,T,394,394,394,local,NonDiseaseDeaths
20117,21194,10.3589,M,F,235,235,287,local,Emigrating
20117,22157,7.33973,F,F,221,221,20,local,Emigrating
20117,23050,4.44658,F,F,27,27,124,local,Emigrating
20118,13241,35.463,F,T,650,650,650,local,NonDiseaseDeaths
20118,4176,55.9332,M,T,463,463,463,local,NonDiseaseDeaths
20118,20145,13.5945,M,F,119,290,119,local,Emigrating
20118,22168,7.31233,M,F,484,289,484,local,Emigrating
20118,15330,28.8329,F,T,168,168,139,local,Emigrating
20118,14110,32.7096,F,T,154,154,427,local,Emigrating
20118,23050,4.44932,F,F,27,124,27,local,Emigrating
20118,16008,26.6685,F,T,391,20,391,local,Emigrating
20119,21235,10.1781,M,F,609,609,674,local,Emigrating
20119,10366,44.4027,F,T,570,570,621,local,Emigrating
20119,19977,14.0658,F,F,548,548,1001,sea,Emigrating
20119,14110,32.7123,F,T,154,427,154,local,Emigrating
20119,23381,3.36164,M,F,105,1001,105,sea,Emigrating
20119,9419,47.2658,M,T,171,171,186,local,Emigrating
20119,15330,28.8356,F,T,168,139,168,local,Emigrating
20119,17673,21.4082,M,T,569,124,569,local,Emigrating
20119,22157,7.34521,F,F,221,20,221,local,Emigrating
20119,9,55.9233,M,T,1,1,1,local,NonDiseaseDeaths
20120,24308,0.356164,M,F,692,692,583,local,Emigrating
20120,18945,17.2931,F,T,433,634,433,local,Emigrating
20120,10366,44.4055,F,T,570,621,570,local,Emigrating
20120,23706,2.35342,F,F,573,573,192,local,Emigrating
20120,17511,21.9534,F,T,626,559,626,local,Emigrating
20120,14084,32.8082,M,T,510,510,650,local,Emigrating
20120,1574,56.8942,F,T,1001,1001,1001,local,NonDiseaseDeaths
20121,21235,10.1836,M,F,609,674,609,local,Emigrating
20121,12161,38.8685,F,T,415,415,415,local,NonDiseaseDeaths
20121,16692,24.6137,F,T,310,310,192,local,Emigrating
20121,21194,10.3699,M,F,235,287,235,local,Emigrating
20121,9419,47.2712,M,T,171,186,171,local,Emigrating
20122,19740,14.7616,M,F,696,696,261,local,Emigrating
20122,24308,0.361644,M,F,692,583,692,local,Emigrating
20122,20795,11.6411,M,F,629,559,629,local,Emigrating
20122,22881,4.95616,M,F,478,478,120,local,Emigrating
20122,19458,15.6329,F,T,412,412,412,local,NonDiseaseDeaths
20122,17409,22.2767,M,T,102,102,20,local,Emigrating
20123,15687,27.7452,F,T,346,346,233,local,Emigrating
20123,16692,24.6192,F,T,310,192,310,local,Emigrating
20123,19065,16.9123,M,T,553,79,553,local,Emigrating
20123,19548,15.3616,F,T,66,66,93,local,Emigrating
20124,14884,30.2685,F,T,400,1001,400,sea,Emigrating
20124,19548,15.3644,F,T,66,93,66,local,Emigrating
20125,9297,47.6301,M,T,560,560,559,local,Emigrating
20125,12444,38.0904,M,T,379,379,721,local,Emigrating
20126,18058,20.2219,M,T,650,650,650,local,NonDiseaseDeaths
20126,15171,29.3699,M,T,614,614,621,local,Emigrating
20126,23803,2.01644,M,F,611,559,611,local,Emigrating
20126,15088,29.5671,M,T,505,505,375,local,Emigrating
20126,10450,44.1726,F,T,500,500,500,local,NonDiseaseDeaths
20126,18077,20.1726,M,T,500,500,428,local,Emigrating
20126,12723,37.1726,F,T,153,153,456,local,Emigrating
20126,22938,4.79178,F,F,115,115,115,local,NonDiseaseDeaths
20127,9297,47.6356,M,T,560,559,560,local,Emigrating
20127,4853,78.4551,M,T,531,531,20,local,Emigrating
20127,15088,29.5699,M,T,505,375,505,local,Emigrating
20127,19740,14.7753,M,F,696,261,696,local,Emigrating
20127,17409,22.2904,M,T,102,20,102,local,Emigrating
20128,12723,37.1781,F,T,153,456,153,local,Emigrating
20128,18077,20.1781,M,T,500,428,500,local,Emigrating
20128,22131,7.4411,F,F,419,419,675,local,Emigrating
20128,20753,11.789,F,F,329,329,329,local,NonDiseaseDeaths
20128,23376,3.40274,M,F,1001,1001,1001,local,NonDiseaseDeaths
20128,15687,27.7589,F,T,346,233,346,local,Emigrating
20128,23706,2.37534,F,F,573,192,573,local,Emigrating
20128,4853,78.4578,M,T,531,20,531,local,Emigrating
20129,11879,39.7671,F,T,716,716,300,local,Emigrating
20129,22131,7.44384,F,F,419,675,419,local,Emigrating
20129,14084,32.8329,M,T,510,650,510,local,Emigrating
20129,15171,29.3781,M,T,614,621,614,local,Emigrating
20129,23732,2.31781,M,F,578,578,419,local,Emigrating
20129,10898,42.7863,F,T,549,549,15,local,Emigrating
20129,20401,12.8493,F,F,468,468,488,local,Emigrating
20129,21974,7.95616,M,F,220,220,1001,sea,Emigrating
20130,16812,24.2411,M,T,190,650,190,local,Emigrating
20130,20401,12.8521,F,F,468,488,468,local,Emigrating
20130,16118,26.3616,F,T,434,434,641,local,Emigrating
20131,16118,26.3644,F,T,434,641,434,local,Emigrating
20131,14514,31.4904,F,T,557,557,458,local,Emigrating
20131,23732,2.32329,M,F,578,419,578,local,Emigrating
20131,10898,42.7918,F,T,549,15,549,local,Emigrating
20132,24422,0.0410959,M,F,474,474,474,local,NonDiseaseDeaths
20132,14514,31.4932,F,T,557,458,557,local,Emigrating
20132,8190,51.1836,M,T,433,433,176,local,Emigrating
20132,673,61.3471,M,T,141,141,141,local,NonDiseaseDeaths
20132,16924,23.8959,F,T,138,138,447,local,Emigrating
20133,11879,39.7781,F,T,716,300,716,local,Emigrating
20133,16207,26.1233,M,T,296,296,108,local,Emigrating
20133,14525,31.4795,M,T,88,88,88,local,NonDiseaseDeaths
20134,12444,38.1151,M,T,379,721,379,local,Emigrating
20134,15752,27.5726,M,T,197,197,559,local,Emigrating
20134,22881,4.98904,M,F,478,120,478,local,Emigrating
20135,16924,23.9041,F,T,138,447,138,local,Emigrating
20136,18821,17.7425,F,T,721,721,721,local,NonDiseaseDeaths
20136,8596,49.8192,M,T,587,587,587,local,NonDiseaseDeaths
20136,22326,6.83562,F,F,569,569,569,local,NonDiseaseDeaths
20136,24049,1.22192,M,F,142,1001,142,sea,Emigrating
20137,13849,33.6,M,T,650,650,650,local,NonDiseaseDeaths
20137,15752,27.5808,M,T,197,559,197,local,Emigrating
20137,22892,4.95616,F,F,416,416,74,local,Emigrating
20137,23569,2.8137,M,F,323,323,323,local,NonDiseaseDeaths
20137,11876,39.7973,M,T,32,32,447,local,Emigrating
20138,11537,40.8521,F,T,704,704,704,local,NonDiseaseDeaths
20138,17773,21.189,F,T,622,622,192,local,Emigrating
20138,19592,15.2658,M,T,493,493,316,local,Emigrating
20139,23439,3.20548,M,F,206,206,186,local,Emigrating
20140,19726,14.8356,M,F,701,701,20,local,Emigrating
20140,10732,43.3123,F,T,557,557,186,local,Emigrating
20140,8190,51.2055,M,T,433,176,433,local,Emigrating
20140,10787,43.1425,F,T,44,44,456,local,Emigrating
20141,16650,24.7808,M,T,632,632,232,local,Emigrating
20141,14126,32.7205,F,T,511,511,335,local,Emigrating
20141,10575,43.7863,F,T,1001,1001,1001,local,NonDiseaseDeaths
20141,11729,40.3123,F,T,213,213,657,local,Emigrating
20141,17773,21.1973,F,T,622,192,622,local,Emigrating
20141,22892,4.96712,F,F,416,74,416,local,Emigrating
20142,10787,43.1479,F,T,44,456,44,local,Emigrating
20142,11876,39.811,M,T,32,447,32,local,Emigrating
20142,8765,49.3069,M,T,434,434,519,local,Emigrating
20142,14126,32.7233,F,T,511,335,511,local,Emigrating
20142,13684,34.1096,F,T,317,317,650,local,Emigrating
20142,16650,24.7836,M,T,632,232,632,local,Emigrating
20142,10732,43.3178,F,T,557,186,557,local,Emigrating
20143,10901,42.8219,M,T,372,372,372,local,NonDiseaseDeaths
20143,19592,15.2795,M,T,493,316,493,local,Emigrating
20143,13000,36.3781,M,T,253,253,20,local,Emigrating
20143,23439,3.21644,M,F,206,186,206,local,Emigrating
20143,16207,26.1507,M,T,296,108,296,local,Emigrating
20143,9305,47.6466,M,T,64,64,186,local,Emigrating
20144,11729,40.3205,F,T,213,657,213,local,Emigrating
20144,13684,34.1151,F,T,317,650,317,local,Emigrating
20144,13940,33.3315,F,T,564,564,12,local,Emigrating
20144,13529,34.6849,M,T,352,352,352,local,NonDiseaseDeaths
20144,17419,22.3096,F,T,291,291,352,local,Emigrating
20144,14567,31.3562,F,T,191,191,191,local,NonDiseaseDeaths
20145,15529,28.2575,M,T,579,579,579,local,NonDiseaseDeaths
20145,19824,14.5562,M,F,455,455,455,local,NonDiseaseDeaths
20145,21583,9.15342,M,F,203,203,1001,sea,Emigrating
20145,13000,36.3836,M,T,253,20,253,local,Emigrating
20146,19566,15.3479,M,T,532,532,376,local,Emigrating
20146,16830,24.2301,F,T,463,463,31,local,Emigrating
20146,8037,51.8,F,T,335,335,683,local,Emigrating
20146,15196,29.3479,M,T,308,308,308,local,NonDiseaseDeaths
20146,21974,8.00274,M,F,220,1001,220,sea,Emigrating
20146,18447,19.0137,F,T,146,146,1001,sea,Emigrating
20146,13195,35.6849,F,T,90,90,90,local,NonDiseaseDeaths
20146,13940,33.337,F,T,564,12,564,local,Emigrating
20147,8037,51.8027,F,T,335,683,335,local,Emigrating
20147,14180,32.5671,M,T,609,609,370,local,Emigrating
20147,8765,49.3205,M,T,434,519,434,local,Emigrating
20147,20773,11.7836,M,F,470,470,564,local,Emigrating
20147,16120,26.4082,M,T,77,77,544,local,Emigrating
20147,19726,14.8548,M,F,701,20,701,local,Emigrating
20149,16120,26.4137,M,T,77,544,77,local,Emigrating
20149,23487,3.08493,F,F,405,405,446,local,Emigrating
20149,19566,15.3562,M,T,532,376,532,local,Emigrating
20149,17419,22.3233,F,T,291,352,291,local,Emigrating
20150,11770,40.2274,F,T,552,552,15,local,Emigrating
20150,23487,3.08767,F,F,405,446,405,local,Emigrating
20150,309,60.5447,F,T,66,66,93,local,Emigrating
20151,7522,53.4959,F,T,655,655,697,local,Emigrating
20151,309,60.5474,F,T,66,93,66,local,Emigrating
20152,7522,53.4986,F,T,655,697,655,local,Emigrating
20152,10366,44.4931,F,T,570,570,570,local,NonDiseaseDeaths
20152,21676,8.89589,F,F,361,361,737,local,Emigrating
20152,22394,6.61918,M,F,233,233,233,local,NonDiseaseDeaths
20153,16911,23.989,F,T,193,193,1001,sea,Emigrating
20153,9305,47.674,M,T,64,186,64,local,Emigrating
20153,16830,24.2493,F,T,463,31,463,local,Emigrating
20153,11770,40.2356,F,T,552,15,552,local,Emigrating
20154,21676,8.90137,F,F,361,737,361,local,Emigrating
20154,9106,48.2932,F,T,631,631,436,local,Emigrating
20154,21872,8.29315,M,F,131,131,15,local,Emigrating
20155,12868,36.8137,F,T,579,579,15,local,Emigrating
20155,14385,31.9096,F,T,477,477,564,local,Emigrating
20155,9106,48.2959,F,T,631,436,631,local,Emigrating
20155,21872,8.29589,M,F,131,15,131,local,Emigrating
20156,16639,24.8603,M,T,702,702,602,local,Emigrating
20156,20773,11.8082,M,F,470,564,470,local,Emigrating
20156,14385,31.9123,F,T,477,564,477,local,Emigrating
20156,12868,36.8164,F,T,579,15,579,local,Emigrating
20157,22650,5.81918,M,F,637,637,408,local,Emigrating
20157,16639,24.863,M,T,702,602,702,local,Emigrating
20157,13472,34.8767,M,T,517,517,67,local,Emigrating
20157,22141,7.49041,M,F,419,419,699,local,Emigrating
20158,23238,3.93699,M,F,628,628,470,local,Emigrating
20158,22743,5.52055,M,F,575,575,480,local,Emigrating
20158,22650,5.82192,M,F,637,408,637,local,Emigrating
20158,16911,24.0027,F,T,193,1001,193,sea,Emigrating
20158,13597,34.4767,M,T,192,192,581,local,Emigrating
20158,15340,28.9123,M,T,87,87,650,local,Emigrating
20159,11717,40.3973,M,T,673,673,673,local,NonDiseaseDeaths
20159,9968,45.7068,M,T,492,492,352,local,Emigrating
20159,13604,34.4685,F,T,421,421,421,local,NonDiseaseDeaths
20159,17329,22.7205,M,T,302,302,108,local,Emigrating
20159,13472,34.8822,M,T,517,67,517,local,Emigrating
20159,23873,1.88219,M,F,6,6,6,local,NonDiseaseDeaths
20160,18940,17.4192,F,T,689,689,689,local,NonDiseaseDeaths
20160,22435,6.51507,F,F,664,664,559,local,Emigrating
20160,21416,9.68219,M,F,555,555,559,local,Emigrating
20160,23238,3.94247,M,F,628,470,628,local,Emigrating
20160,14180,32.6027,M,T,609,370,609,local,Emigrating
20160,17329,22.7233,M,T,302,108,302,local,Emigrating
20161,22141,7.50137,M,F,419,699,419,local,Emigrating
20161,21416,9.68493,M,F,555,559,555,local,Emigrating
20161,18702,18.2356,F,T,458,458,534,local,Emigrating
20161,20654,12.1808,F,F,111,111,15,local,Emigrating
20162,13597,34.4877,M,T,192,581,192,local,Emigrating
20162,23750,2.33699,F,F,507,507,559,local,Emigrating
20162,15239,29.2274,F,T,414,414,79,local,Emigrating
20162,22034,7.86575,M,F,50,50,49,local,Emigrating
20163,15340,28.926,M,T,87,650,87,local,Emigrating
20163,23518,3.03836,M,F,647,647,15,local,Emigrating
20163,23750,2.33973,F,F,507,559,507,local,Emigrating
20163,21091,10.8767,M,F,501,501,578,local,Emigrating
20163,12820,36.9973,F,T,481,481,708,local,Emigrating
20163,22743,5.53425,M,F,575,480,575,local,Emigrating
20163,22804,5.33151,F,F,1001,1001,1001,local,NonDiseaseDeaths
20163,18447,19.0603,F,T,146,1001,146,sea,Emigrating
20164,12820,37,F,T,481,708,481,local,Emigrating
20164,13550,34.6712,M,T,662,662,559,local,Emigrating
20164,21091,10.8795,M,F,501,578,501,local,Emigrating
20164,13228,35.6329,M,T,1001,1001,1001,local,NonDiseaseDeaths
20164,22034,7.87123,M,F,50,49,50,local,Emigrating
20164,20654,12.189,F,F,111,15,111,local,Emigrating
20164,23518,3.0411,M,F,647,15,647,local,Emigrating
20165,11059,42.3973,F,T,672,672,672,local,NonDiseaseDeaths
20165,22860,5.13973,F,F,562,562,529,local,Emigrating
20165,24008,1.42192,M,F,535,535,535,local,NonDiseaseDeaths
20165,16175,26.3342,M,T,399,399,399,local,NonDiseaseDeaths
20165,9968,45.7233,M,T,492,352,492,local,Emigrating
20165,23351,3.6137,M,F,188,188,186,local,Emigrating
20165,15239,29.2356,F,T,414,79,414,local,Emigrating
20166,9220,47.9753,M,T,607,607,20,local,Emigrating
20166,13550,34.6767,M,T,662,559,662,local,Emigrating
20166,4515,59.8205,F,T,496,496,496,local,NonDiseaseDeaths
20166,18822,17.8247,F,T,404,404,530,local,Emigrating
20167,17571,21.8493,M,T,657,657,717,local,Emigrating
