NodeID,Latitude,Longitude,Altitude
148,-16.470052,27.990342,643.1099243
149,-16.493872,27.982567,625.1157837
150,-16.4938,27.980973,627.711731
151,-16.496622,27.985703,620.7319336
152,-16.498323,27.987215,619.5335083
153,-16.496097,27.991068,616.2255249
154,-16.48664,28.017217,612
155,-16.504422,27.955018,642.5566406
156,-16.494688,27.982978,624.9783936
157,-16.503405,27.953915,643.6
158,-16.430057,27.950062,807.980835
159,-16.466517,27.992703,639.3949585
160,-16.508243,27.967777,631.8475342
161,-16.493063,27.982313,627.6616821
162,-16.509127,27.96748,631.8411865
163,-16.539055,27.948888,672.9118652
164,-16.433782,27.930198,820.944458
165,-16.502222,27.954675,645.8917847
166,-16.481877,28.014808,610.7678833
167,-16.508008,27.943833,645.5890503
168,-16.482347,28.01604,613.3152466
169,-16.4664,27.996638,632.9920654
170,-16.543038,27.951542,682.8102417
171,-16.49537,27.979025,620.7
172,-16.54231,27.952075,680.6
173,-16.421027,27.956962,807.5892944
174,-16.500557,27.958728,659.5267334
175,-16.439207,27.929155,821.2869263
176,-16.43734,27.926688,820.0356445
177,-16.501745,27.955705,645.2
178,-16.430908,27.94895,802.7805786
179,-16.495662,27.989128,618.8779297
180,-16.465365,27.993437,640.8024292
181,-16.506643,27.950823,637.6408081
182,-16.494802,28.001373,612.1370239
183,-16.498408,27.986218,618.0712891
184,-16.502235,27.954712,645.8783569
185,-16.496297,27.981218,624.6231689
186,-16.552053,27.905153,684.1523438
187,-16.435148,27.952157,836.6518555
188,-16.497122,27.983022,620.2243652
189,-16.511312,27.943515,644
190,-16.506642,27.950487,637.4602051
191,-16.510453,27.95653,635.2939453
192,-16.555422,27.908393,682.0863647
193,-16.508427,27.9413,650.7120361
194,-16.469763,27.992445,640.177124
195,-16.497057,27.983657,620.28302
196,-16.492237,27.98173,630.7445068
197,-16.493932,27.983275,625
198,-16.542795,27.954228,685.2479248
199,-16.503953,27.955267,643
200,-16.50561,27.966017,633.9631958
201,-16.46749,27.997892,631.5938721
202,-16.510092,27.954865,637.6512451
203,-16.517178,27.924748,662.1160278
204,-16.542693,27.952895,683.7935791
205,-16.467525,27.996863,633.0415039
206,-16.494587,27.979843,626.2228394
207,-16.50194,27.961275,654.4
208,-16.538947,27.950532,672.6387329
209,-16.519808,27.921472,666.5324097
210,-16.49413,27.979387,626.3847046
211,-16.469702,27.99437,638.048584
212,-16.467913,27.985738,651.6784058
213,-16.519748,27.923678,664.8803101
214,-16.495338,27.981633,624.9840698
215,-16.510255,27.951715,640.8
216,-16.506672,27.954643,638.458313
217,-16.502573,27.954588,645.2753296
218,-16.541527,27.952902,678.8150024
219,-16.466108,27.992915,639.8548584
220,-16.503342,27.95555,643.1043701
221,-16.496662,27.981838,624.4813843
222,-16.484898,28.015508,614.5842285
223,-16.504122,27.955703,642.1710205
224,-16.491312,27.978133,629.0859985
225,-16.505618,27.954167,641.6966553
226,-16.50939,27.96706,626.3
227,-16.494378,27.978517,626.9836426
228,-16.543452,27.953108,686.1811523
229,-16.428712,27.960343,825.0733032
230,-16.503662,27.955443,642.9223633
231,-16.424953,27.94269,802.8845215
232,-16.541628,27.945405,675.4918213
233,-16.434898,27.95106,826.1241455
234,-16.469818,27.983712,652.786438
235,-16.422205,27.954517,794.1305542
236,-16.500902,27.958743,659.062439
237,-16.50071,27.957177,656.2022705
238,-16.439925,27.931607,848.1533813
239,-16.542975,27.951692,682.6895752
240,-16.495045,27.985173,622.0526733
241,-16.506747,27.950362,637.307312
242,-16.437273,27.922698,821.0088501
243,-16.430935,27.950533,804.2834473
244,-16.494293,27.992415,618.8699341
245,-16.509303,27.939137,650.5689697
246,-16.421607,27.95905,792.6497192
247,-16.49293,27.98212,620.2
248,-16.543812,27.954112,687.5562744
249,-16.465977,27.996432,633.076355
250,-16.431265,27.949245,795.9
251,-16.468868,27.998887,630.0894165
252,-16.519385,27.922438,665.0981445
253,-16.477997,27.979652,656.3833008
254,-16.439017,27.929438,821.0581055
255,-16.440117,27.926972,824.6008301
256,-16.467237,27.999563,629.2731323
257,-16.510158,27.94036,647.2745972
258,-16.495057,27.980137,626.9720459
259,-16.493468,27.983505,626.2924805
260,-16.51649,27.925572,663.0516968
261,-16.422793,27.968393,801.0025024
262,-16.470022,27.98508,649.8204346
263,-16.495255,27.987742,620.9954834
264,-16.514223,28.002505,639.1841431
265,-16.494678,27.981133,625.5214844
266,-16.468685,27.983933,653.3279419
267,-16.537857,27.947843,668
268,-16.438532,27.92887,817.8215942
269,-16.496295,27.983702,622.4255981
270,-16.492967,27.997523,616.2759399
271,-16.537853,27.952393,671.6169434
272,-16.422315,27.954933,789.7371826
273,-16.503208,27.955487,643.3919678
274,-16.506057,27.953223,639.9085693
275,-16.493183,27.979992,628.8167725
276,-16.49392,27.977478,629.8425903
277,-16.494267,27.99384,618.447876
278,-16.49742,27.965858,646.1923828
279,-16.4693,27.983217,653.4864502
280,-16.430972,27.950535,804.3373413
281,-16.498517,27.986678,618.4332886
282,-16.540142,27.949997,676.1483154
283,-16.49185,27.977158,629.9349976
284,-16.539805,27.949033,675.0253296
285,-16.53857,27.952288,672.5285034
286,-16.46618,27.997078,632.4577637
287,-16.543042,27.9518,682.9941406
288,-16.541887,27.953037,680.2253418
289,-16.480002,28.017347,612.7547607
290,-16.426937,27.941298,802.5736084
291,-16.465758,27.996493,613.9370117
292,-16.466382,27.996672,632.9797363
293,-16.503763,27.955453,642.8931885
294,-16.468223,27.999618,627.2347412
295,-16.52105,27.920083,670.026062
296,-16.54059333,27.94514,674.6
297,-16.46629167,27.99098833,648.4
298,-16.507675,27.954105,637.5
299,-16.50867167,27.95001833,634.4
300,-16.469125,27.996105,640.3
301,-16.51937,27.92474833,672.4
302,-16.54059,27.95500833,684.6
303,-16.49586833,27.99038833,617.9
304,-16.50578667,27.95144,646.2
305,-16.49197667,28.00130167,619.4
306,-16.49492667,27.99593333,619.8
307,-16.48906833,28.01403667,615.8
308,-16.50150667,27.95574,651.7
309,-16.49284,28.006975,605.4
310,-16.4666,27.98961833,648.1
311,-16.53924167,27.952355,682.9
312,-16.50504,27.95370667,644.8
313,-16.509435,27.95106833,638.2
314,-16.48326,28.01458167,614.2
315,-16.49714167,27.98005833,628.8
316,-16.54131667,27.94584833,674
317,-16.4957,27.98803,632
318,-16.46620167,27.992825,653.3
319,-16.43322167,27.94862833,797.5
320,-16.48223333,28.01793667,616.7
321,-16.49896,27.9554,663.5
322,-16.49547167,27.98024,629.2
323,-16.517,27.92580667,659.4
324,-16.50406667,27.95161167,643.7
325,-16.43001833,27.95012,812
326,-16.44010833,27.92861167,824.9
327,-16.47962167,28.01715833,603.9
328,-16.54015167,27.94908333,678.7
329,-16.42772,27.96103167,843
330,-16.51636667,27.92570833,665.4
331,-16.50855,27.965815,629.1
332,-16.483945,28.01534667,615.9
333,-16.50365,27.95215,645.2
334,-16.49112833,27.98275,630.6
335,-16.54128333,27.94738667,673.4
336,-16.49049667,27.98283167,634.1
337,-16.49453,28.00193833,615.7
338,-16.42735833,27.93903333,813.5
339,-16.51104,27.94234333,640
340,-16.46960167,27.99451167,642.4
341,-16.54320167,27.95312,687.8
342,-16.52108333,27.92136,676.7
343,-16.43550333,27.94966333,819.1
344,-16.46885667,27.99944167,628.7
345,-16.43819,27.92794667,821.7
346,-16.54025333,27.951915,672.6
347,-16.49073667,27.97615667,634.8
348,-16.50259833,27.95165833,629.6
349,-16.503005,27.95154333,644.9
350,-16.508295,27.95456,635.6
351,-16.51116833,27.93923333,652
352,-16.52291667,27.91873833,677.6
353,-16.50941,27.951165,633.5
354,-16.49753,27.975215,627.4
355,-16.52030167,27.92040167,680.4
356,-16.54029167,27.95416167,675.5
357,-16.50928333,27.949905,637.3
358,-16.46668667,27.99028,643.9
359,-16.50499,27.95677833,638.3
360,-16.53966833,27.94811167,673.3
361,-16.42306667,27.95059,801.9
362,-16.494435,27.98040667,630.6
363,-16.47042333,27.98940667,664.3
364,-16.42787333,27.94004667,812.4
365,-16.50454167,27.955405,636.3
366,-16.500775,27.954745,647
367,-16.42796167,27.941475,798.7
368,-16.49305167,27.99549833,627.8
369,-16.50263,27.95473167,648.4
370,-16.42440333,27.942095,807.1
371,-16.4927,27.97831333,635.3
372,-16.46962,27.98716167,654.8
373,-16.50894167,27.96632833,623.9
374,-16.49481167,27.97728167,627.9
375,-16.54012167,27.94907,679.6
376,-16.43504,27.94943333,813.7
377,-16.49329833,27.97740167,625.6
378,-16.50297,27.96654167,639.1
379,-16.424495,27.94891833,783.6
380,-16.48072833,28.01626833,605.5
381,-16.44178833,27.92741,838.8
382,-16.53973667,27.95463833,683.1
383,-16.46994167,27.98825333,643.4
384,-16.467205,27.98794667,649.7
385,-16.46592833,27.99290833,635.7
386,-16.49189167,27.98089,631
387,-16.466,27.99275333,648.4
388,-16.43233667,27.94779333,791.8
389,-16.50389667,27.96615667,637.5
390,-16.43558667,27.93135333,816.5
391,-16.46718667,27.98869667,650.2
392,-16.50461167,27.94982333,643.7
393,-16.439585,27.92925333,836.1
394,-16.495755,27.98918167,607
395,-16.50834833,27.95443333,636.3
396,-16.47976167,28.01651667,618.9
397,-16.46573667,27.99455833,644.7
398,-16.42996167,27.95098333,812.1
399,-16.47624833,27.97903,657.2
400,-16.510155,27.94234667,651.2
401,-16.49489333,27.99921333,618.5
402,-16.51141833,27.94215667,643.4
403,-16.50463667,27.953425,644.9
404,-16.50980667,27.94214333,647.8
405,-16.46617,27.997585,638.7
406,-16.50981,27.94214,645.1556
407,-16.493355,27.98276,645.1556396
408,-16.52197833,27.91789667,672.9
409,-16.50291333,27.95354833,647.4
410,-16.50812333,27.94371833,651.3
411,-16.53732167,27.94888667,667.6
412,-16.5381,27.95208667,678.1
413,-16.537845,27.952425,667.3
414,-16.46611,27.99293333,642.9
415,-16.54878167,27.95353333,715.4
416,-16.42318,27.94827333,802.9
417,-16.43556167,27.94905333,816.5
418,-16.49540167,27.985095,614.5
419,-16.43616833,27.94912333,838
420,-16.49469167,27.98268667,629.5
421,-16.46592167,27.99275,658.8
422,-16.465645,27.99532667,643.1
423,-16.43835667,27.92659167,822.1
424,-16.50298,27.95585,649.5
425,-16.49791667,27.986605,626.6
426,-16.50371333,27.95539,639.8
427,-16.52037667,27.91960333,673.8
428,-16.42957333,27.92443833,852.2
429,-16.49779667,27.98698833,612.4
430,-16.50832667,27.95205,633.1
431,-16.50552,27.95653167,639.5
432,-16.50920333,27.93904333,652.2
433,-16.53860333,27.9494,675.2
434,-16.49529167,27.99688167,605.9
435,-16.50049167,27.95456667,646.3
436,-16.53895333,27.948425,665.7
437,-16.49484833,27.99627167,622.1
438,-16.49112667,27.97986333,627.9
439,-16.49607,27.99205833,624.7
440,-16.49076333,27.981135,640
441,-16.50738833,27.95265667,639.9
442,-16.50648,27.95144667,641.9
443,-16.47774667,27.98044667,660.5
444,-16.49138,27.97654667,634.6
445,-16.48239667,28.01962167,624.7
446,-16.52219,27.91719333,673.6
447,-16.51856667,27.92262333,647.5
448,-16.49248167,27.98369,627.8
449,-16.43311833,27.95152833,812.9
450,-16.49478167,28.00204,618.1
451,-16.49599667,27.98350667,624.4
452,-16.47074333,27.99582333,637.1
453,-16.46505,27.99550167,638.1
454,-16.503655,27.956525,655.3
455,-16.49595833,27.98840667,622.6
456,-16.43037833,27.92588167,836.9
457,-16.50385333,27.95842833,647.9
458,-16.430825,27.92669667,823.6
459,-16.5161,27.92648333,664.9
460,-16.49202667,27.99755667,620.7
461,-16.46522667,27.99394,644.8
462,-16.50925333,27.93912333,658.2
463,-16.43004833,27.950975,807.5
464,-16.46937333,27.99151333,645.6
465,-16.42274167,27.96839167,806.1
466,-16.436655,27.95040667,839.5
467,-16.49512833,28.002455,615.7
468,-16.42499167,27.943575,810
469,-16.49504333,28.00061,615.7
470,-16.42141333,27.95933833,799.9
471,-16.50409,27.9513,649.4
472,-16.49650833,27.98648833,630.2
473,-16.49193333,27.99985833,610.6
474,-16.49134,27.98219333,637.2
475,-16.50608,27.96555333,628.1
476,-16.49333167,27.98038333,629.2
477,-16.42641333,27.94150833,803.1
478,-16.42843833,27.94006333,811.5
479,-16.53949,27.948955,669.7
480,-16.48324,28.016305,622.4
481,-16.53817167,27.95016333,677.5
482,-16.50813,27.95233,637.4
483,-16.43584833,27.94971333,817.6
484,-16.439795,27.92777333,817.6
485,-16.49356167,27.99716667,619.7
486,-16.49337,27.99674,632.5
487,-16.508575,27.96668,629.7
488,-16.53856833,27.94836167,670.6
489,-16.50305833,27.95116667,643.2
490,-16.52060833,27.92208167,672
491,-16.50314,27.95644333,645.7
492,-16.46774333,27.99727333,632.8
493,-16.43838,27.92679,832.9
494,-16.54139833,27.94737667,678.9
495,-16.503855,27.950535,641.5
496,-16.50502,27.955215,638.8
497,-16.42603,27.95916833,798.9
498,-16.468915,27.98323667,651.2
499,-16.50279333,27.953175,649
500,-16.49453333,28.00257167,615
501,-16.42361833,27.94449,798.5
502,-16.505035,27.95521333,638.9
503,-16.43357833,27.94901167,805.2
504,-16.50424667,27.952235,648
505,-16.43262,27.94932,803.4
506,-16.50685667,27.953685,635.7
507,-16.50626833,27.94962333,642.3
508,-16.50270167,27.95163167,646.3
509,-16.492795,27.97629667,638.6
510,-16.50800333,27.968785,633.4
511,-16.434375,27.95261333,838.6
512,-16.491155,27.976645,630
513,-16.43085167,27.951405,796
514,-16.43982333,27.92774833,820.2
515,-16.49536833,27.98286667,616.1
516,-16.43651167,27.95006333,836.4
517,-16.439795,27.93168167,859.2
518,-16.48170833,28.01635,618.4
519,-16.43553333,27.92381833,816.3
520,-16.50714333,27.95162833,641.9
521,-16.49503833,27.98067,623.7
522,-16.46636333,27.98991167,646.2
523,-16.50641167,27.951745,645.9
524,-16.50273833,27.95054667,652.6
525,-16.50442167,27.95501833,640.5
526,-16.53806,27.95294833,682.6
527,-16.47107833,27.98995667,647.8
528,-16.47071667,27.99585667,640.5
529,-16.536245,27.94692667,668
530,-16.422845,27.96891,812.5
531,-16.46712833,27.990795,648.4
532,-16.52117,27.919755,671.6
533,-16.50912667,27.96748,641.5
534,-16.48666667,28.013355,618.3
535,-16.465095,27.994805,647.7
536,-16.50288333,27.95091833,647.7
537,-16.4258,27.95975333,797.5
538,-16.49601833,27.997685,621.4
539,-16.49052167,27.97645667,632.9
540,-16.53990667,27.95057,678.3
541,-16.53961333,27.95441,678.5
542,-16.53913333,27.948665,671.8
543,-16.51863333,27.92351833,669.5
544,-16.54135667,27.94731167,679
545,-16.49310333,27.99704833,615.1
546,-16.42997167,27.95097167,810.5
547,-16.469125,27.98555667,656.1
548,-16.49576667,27.984575,623.9
549,-16.49670667,27.98273833,625.5
550,-16.49455,27.97737167,608.2
551,-16.46500167,27.99379667,640.7
552,-16.42773333,27.96007,826.1
553,-16.49263833,27.99482333,618.6
554,-16.50513833,27.95515667,646.5
555,-16.50649833,27.95014833,646.9
556,-16.42444833,27.942595,805.7
557,-16.49325833,28.00071167,608.5
558,-16.46979,27.98167833,650.5
559,-16.41883333,27.925525,852.4
560,-16.50713,27.95183333,637.6
561,-16.46951833,27.99346333,641.1
562,-16.42993833,27.95155667,805.2
563,-16.52157667,27.92015667,670
564,-16.53778,27.95006333,670.8
565,-16.46954667,27.98498,642.7
566,-16.49293667,27.97720667,629
567,-16.54091,27.95322667,682.3
568,-16.46758167,27.98666167,654.2
569,-16.508425,27.96920167,633.7
570,-16.466975,27.99589333,642.1
571,-16.42271667,27.95443333,783.6
572,-16.43414,27.94897,807
573,-16.49478333,27.98148167,630.6
574,-16.49138833,27.98110667,631.1
575,-16.42845,27.94004833,809
576,-16.53897167,27.950555,675.4
577,-16.49257667,27.99638,616.8
578,-16.542085,27.946275,672.6
579,-16.49200333,27.97816,634
580,-16.46735,27.99562333,642.8
581,-16.48033333,28.01643333,610.2
582,-16.50275167,27.95317833,649.8
583,-16.51857333,27.92376833,665.2
584,-16.49531,27.98398667,616.5
585,-16.50812,27.94200667,658.6
586,-16.50544,27.95247,640.2
587,-16.50724667,27.95392833,647.1
588,-16.42316667,27.948295,803.2
589,-16.46474833,27.99511,634
590,-16.503595,27.95868833,643.8
591,-16.46594333,27.99640333,634.7
592,-16.46555167,27.99419,642.1
593,-16.44135333,27.927435,825.9
594,-16.49250333,28.00007167,613.9
595,-16.50811667,27.942195,655.6
596,-16.4925,28.00007,613.937
597,-16.520335,27.92031667,669
598,-16.50437333,27.94967167,653.5
599,-16.42200333,27.95802833,785.9
600,-16.47075167,27.98175167,653.4
601,-16.47749333,28.01523667,604.6
602,-16.41955833,27.95190833,851.4
603,-16.46557167,27.99421,645.9
604,-16.48348333,28.01530833,618.2
605,-16.46747,27.99409333,638.5
606,-16.469575,27.99553667,640.1
607,-16.49695667,27.98955,619.1
608,-16.50732167,27.95262167,640
609,-16.53772,27.95262667,673.4
610,-16.428425,27.94007,806.5
611,-16.494045,27.97879833,628.6
612,-16.49635167,27.99359167,614
613,-16.509435,27.95160333,632.9
614,-16.46569,27.99722167,638.1
615,-16.50359167,27.94974833,647.4
616,-16.50956167,27.95135667,632.4
617,-16.51899833,27.923035,668.8
618,-16.49336833,27.99674,613.9
619,-16.43643,27.923235,831.1
620,-16.46989667,27.986055,647.2
621,-16.52105833,27.92003667,667.2
622,-16.49305,27.976045,636.7
623,-16.50501,27.953745,645.1
624,-16.49443333,28.00195333,618.7
625,-16.50772333,27.954275,640.2
626,-16.50855,27.96581333,630.3
627,-16.492945,27.98215833,626.2
628,-16.51005833,27.93970667,651.5
629,-16.49435,27.97781,633.1
630,-16.50332333,27.9513,646.2
631,-16.43744333,27.950945,842.9
632,-16.43273333,27.9482,795.6
633,-16.50498833,27.953725,640.8
634,-16.42876833,27.95938833,825.8
635,-16.49302333,27.99941167,610.8
636,-16.50935667,27.94303,641.2
637,-16.46565667,27.99725833,643.1
638,-16.50538,27.95573167,639.4
639,-16.503705,27.94945333,650.3
640,-16.47964167,28.01655333,612.3
641,-16.43216833,27.927305,811.8
642,-16.50865667,27.94119,649.5
643,-16.49581833,27.99023333,619.6
644,-16.467325,27.99588333,640.4
645,-16.51052333,27.94276,650.5
646,-16.49615333,27.97967,635.3
647,-16.468195,27.99962,626.3
648,-16.538765,27.951655,676.8
649,-16.50480833,27.95958667,640.7
650,-16.42070667,27.92080667,845.3
651,-16.48923,28.01359333,619.1
652,-16.47058667,27.99471333,643.6
653,-16.50917167,27.951425,638.2
654,-16.49429333,27.992415,627.4
655,-16.46614667,27.99507,634.4
656,-16.493005,27.97761333,627.7
657,-16.43040667,27.95755,825.3
658,-16.53983,27.95226833,669.3
659,-16.506425,27.95178,638.7
660,-16.50547667,27.95569167,637.2
661,-16.49053,27.97654167,631.6
662,-16.50747167,27.95410833,640.4
663,-16.49328667,27.996335,620.2
664,-16.49541,27.98335667,622.8
665,-16.49133333,27.97619167,634.8
666,-16.49532167,27.98402167,617.5
667,-16.50249333,27.95599,649.1
668,-16.467735,27.98370167,661.6
669,-16.50300167,27.95611167,644.5
670,-16.507395,27.95054833,638.5
671,-16.48033667,28.01536333,611.6
672,-16.42788333,27.94005667,807.6
673,-16.495655,27.99417667,621
674,-16.42302667,27.95093,796.4
675,-16.54078,27.95419167,679.5
676,-16.50965833,27.95048833,638.8
677,-16.50957167,27.94388167,643.4
678,-16.42651,27.942375,799.9
679,-16.49355167,27.97722833,629.7
680,-16.50589167,27.95558167,647.3
681,-16.44085333,27.93135,856.6
682,-16.49126333,27.97537667,638.4
683,-16.42566167,27.96422333,822.7
684,-16.508635,27.942265,651.9
685,-16.49551,27.98407,626
686,-16.46870333,27.99217333,648.4
687,-16.49394333,27.98122,632.7
688,-16.50601167,27.95112167,648.1
689,-16.541585,27.953525,682.1
690,-16.42567,27.96421667,826.4
691,-16.46687333,27.99369167,632.4
692,-16.42448667,27.94539833,793.2
693,-16.50962,27.944695,638.5
694,-16.54203833,27.94681333,676.2
695,-16.51966833,27.92196167,668.6
696,-16.542165,27.95547333,680.3
697,-16.52184833,27.91782,674.5
698,-16.539495,27.94897333,672.2
699,-16.54039333,27.94679667,675.9
700,-16.50496167,27.94985,643.4
701,-16.47023833,27.99132333,643.9
702,-16.50830167,27.96979167,625.2
703,-16.53914333,27.94870833,668.8
704,-16.46636,27.993715,640.5
705,-16.50171667,27.95734333,663.5
706,-16.49261833,28.00763667,616.4
707,-16.47048667,27.99428833,633.6
708,-16.43358167,27.949535,799.3
709,-16.43010167,27.95764,822.3
710,-16.43617,27.94931,828.6
711,-16.42869333,27.95765,796.9
712,-16.49320167,28.00155333,615.3
713,-16.48631833,28.015085,618
714,-16.50967833,27.952415,637.7
715,-16.53871167,27.95057,675.2
716,-16.52273333,27.91783,689.7
717,-16.54046333,27.946585,673.1
718,-16.46801333,28.00059833,633.8
719,-16.49742,27.96585833,653.9
720,-16.54108667,27.946715,674.9
721,-16.48212167,28.02225833,624
722,-16.44126667,27.9296,851.9
723,-16.49178833,27.982585,635
724,-16.49516333,27.97970333,628.9
725,-16.509225,27.95122833,636.3
726,-16.430435,27.958465,831.9
727,-16.50739167,27.95052333,638.5
728,-16.42655833,27.94238667,798.9
729,-16.49511833,28.00269833,611.1
730,-16.46703833,27.99330167,642.7
731,-16.46759,27.98464,661
732,-16.49166,28.00118,616.1
733,-16.50477333,27.95649667,635.6
734,-16.54304167,27.9518,697.8
735,-16.46998333,27.98439167,657.7
736,-16.49544167,27.983355,624.5
737,-16.48258833,28.02204,619.5
738,-16.43082833,27.92669833,826.6
739,-16.46616667,27.99352167,643.9
740,-16.50150833,27.964025,650.4
741,-16.50555,27.955165,641.3
742,-16.49895667,27.95533833,659.6
743,-16.54385833,27.95302833,691.3
744,-16.50138833,27.95410333,643.9
1001,-16.48,27.92,765.4391479
